stadiumId,tenantId,teamName,league,conference,conferenceAbbreviation,division,city,state,country,stadiumName,encompassingFacility,nonCorporateName,shortName,nickname,formerNames,surface,roof,constructionCost,renovations,artificialCapacity,capacity,openingDate,firstUsedDate,lastUsedDate,closingDate,active,activeForTeam,visited,visits,logoUrl,markerSizeX,markerSizeY,positionLat,positionLng,imageWithFans,imageEmpty,imageFacade,imageAerial,primaryFieldImage,primaryPerspectiveImage
climate-pledge-arena-seattle-1962,SeattleKraken,Seattle Kraken,NHL,Western Conference,Western,Pacific,Seattle,WA,USA,Climate Pledge Arena,,,,,Washington State Pavilion (1962) --- Washington State Coliseum (1962-1964) --- Seattle Center Coliseum (1964-1994) --- KeyArena at Seattle Center (1995-2018),,Arena,7000000,74500000 (1994-1995) --- 1150000 (2018-2021),,17151,1962,2021,,,True,True,True,1,https://i.imgur.com/5Q2e9mU.png,29,36,47.6220640476586,-122.35408213042,https://i.imgur.com/HaemyoA.jpg,https://i.imgur.com/TTy1Mdp.jpg,https://i.imgur.com/jwbUaa7.jpg,https://i.imgur.com/pfTLZXm.jpg,https://i.imgur.com/TTy1Mdp.jpg,https://i.imgur.com/pfTLZXm.jpg
prudential-center-nj-2007,NewJerseyDevils,New Jersey Devils,NHL,Eastern Conference,Eastern,Metropolitan,Newark,NJ,USA,Prudential Center,,,,The Rock,,,Arena,375000000,,,16514,2007,2007,,,True,True,False,0,https://i.imgur.com/sLfX4a6.png,32,33,40.73351258982,-74.1710551729142,https://i.imgur.com/m1i0olV.jpg,https://i.imgur.com/3otuxSq.jpg,https://i.imgur.com/qSXj1kh.png,https://i.imgur.com/vgmCZpy.jpg,https://i.imgur.com/m1i0olV.jpg,https://i.imgur.com/vgmCZpy.jpg
scotiabank-saddledome-calgary-1983,CalgaryFlames,Calgary Flames,NHL,Western Conference,Western,Pacific,Calgary,AB,Canada,Scotiabank Saddledome,,,,,Olympic Saddledome (1983-1995) --- Canadian Airlines Saddledome (1995-2000) --- Pengrowth Saddledome (2000-2010) ,,Arena,103900000,33800000 (1994),,19289,1983,1983,,,True,True,False,0,https://i.imgur.com/yO8wa03.png,34,30,51.0374335794627,-114.05191264382,https://i.imgur.com/PigRyM1.jpg,https://i.imgur.com/DNLtDtA.jpg,https://i.imgur.com/SdXRo94.jpg,https://i.imgur.com/6sG6vC7.jpg,https://i.imgur.com/DNLtDtA.jpg,https://i.imgur.com/6sG6vC7.jpg
ball-arena-denver-1999,ColoradoAvalanche,Colorado Avalanche,NHL,Western Conference,Western,Central,Denver,CO,USA,Ball Arena,,,,,Pepsi Center (1999-2020),,Arena,187000000,,,17809,1999,1999,,,True,True,False,0,https://i.imgur.com/iio7In7.png,34,28,39.7487554665439,-105.0075813441,https://i.imgur.com/ZbawPLi.jpg,https://i.imgur.com/oWQnw5S.png,https://i.imgur.com/gJlsNqL.jpg,https://i.imgur.com/geGh36G.jpg,https://i.imgur.com/oWQnw5S.png,https://i.imgur.com/geGh36G.jpg
aac-dallas-2001,DallasStars,Dallas Stars,NHL,Western Conference,Western,Central,Dallas,TX,USA,American Airlines Center,,,,,,,Arena,420000000,,19323,18532,2001,2001,,,True,True,False,0,https://i.imgur.com/ipDW2ro.png,34,28,32.7905531276931,-96.8102332442373,https://i.imgur.com/DUJ4mJ0.jpg,https://i.imgur.com/lgzZj2v.jpg,https://i.imgur.com/BTKnBqe.jpg,https://i.imgur.com/52pWvsL.jpg,https://i.imgur.com/DUJ4mJ0.jpg,https://i.imgur.com/52pWvsL.jpg
nationwide-arena-columbus-2000,ColumbusBlueJackets,Columbus Blue Jackets,NHL,Eastern Conference,Eastern,Metropolitan,Columbus,OH,USA,Nationwide Arena,,,,,,,Arena,175000000,,,18144,2000,2000,,,True,True,True,4,https://i.imgur.com/i1qqzgE.png,34,29,39.9691989568512,-83.0059839287497,https://i.imgur.com/q10Nc7S.jpg,https://i.imgur.com/6gqUOqB.jpg,https://i.imgur.com/N0zgsFj.jpg,https://i.imgur.com/8ikFvgP.jpg,https://i.imgur.com/6gqUOqB.jpg,https://i.imgur.com/N0zgsFj.jpg
xcel-energy-center-minnesota-2000,MinnesotaWild,Minnesota Wild,NHL,Western Conference,Western,Central,Saint Paul,MN,USA,Xcel Energy Center,,,,The X,,,Arena,170000000,,,17954,2000,2000,,,True,True,False,0,https://i.imgur.com/zaDFNtu.png,40,26,44.9445901108924,-93.1001648607696,https://i.imgur.com/VlOKxJk.jpg,https://i.imgur.com/0N5u3ca.jpg,https://i.imgur.com/Oy60ipO.jpg,https://i.imgur.com/3inrH20.jpg,https://i.imgur.com/VlOKxJk.jpg,https://i.imgur.com/3inrH20.jpg
wells-fargo-center-philadelphia-1996,PhiladelphiaFlyers,Philadelphia Flyers,NHL,Eastern Conference,Eastern,Metropolitan,Philadelphia,PA,USA,Wells Fargo Center,,,,,CoreStates Center (1996-1998) --- First Union Center (1998-2003) --- Wachovia Center (2003-2010) ,,Arena,210000000,,,19306,1996,1996,,,True,True,False,0,https://i.imgur.com/DrLwtOF.png,37,26,39.9011932486857,-75.1719687729326,https://i.imgur.com/DsPk3ci.jpg,https://i.imgur.com/QZuBQjk.jpg,https://i.imgur.com/ESdQvTT.jpg,https://i.imgur.com/WXjxUz9.jpg,https://i.imgur.com/DsPk3ci.jpg,https://i.imgur.com/WXjxUz9.jpg
enterprise-center-st-louis-1994,StLouisBlues,St. Louis Blues,NHL,Western Conference,Western,Central,St. Louis,MO,USA,Enterprise Center,,,,,Kiel Center (1994-2000) --- Savvis Center (2000-2006) --- Scottrade Center (2006-2018) ,,Arena,135000000,,,18096,1994,1995,,,True,True,False,0,https://i.imgur.com/eNjpM0k.png,43,24,38.6268150345072,-90.2026139287785,https://i.imgur.com/mdhIno3.jpg,https://i.imgur.com/3PFSXq0.jpg,https://i.imgur.com/atB9Dem.jpg,https://i.imgur.com/FkZjwcD.jpg,https://i.imgur.com/3PFSXq0.jpg,https://i.imgur.com/atB9Dem.jpg
asu-multi-purpose-arena-phoenix-2022,ArizonaCoyotes,Arizona Coyotes,NHL,Western Conference,Western,Central,Tempe,AZ,USA,ASU Multi-Purpose Arena,,,,,,,Arena,134000000,,,5000,2022,2022,,,True,True,False,0,https://i.imgur.com/zIMa9ZK.png,32,33,33.4279989406063,-111.928119919098,https://i.imgur.com/ehZAIWF.jpg,https://i.imgur.com/TXPDZh8.jpg,https://i.imgur.com/6GWCBiV.jpg,,https://i.imgur.com/TXPDZh8.jpg,https://i.imgur.com/6GWCBiV.jpg
staples-center-los-angeles-1999,LosAngelesKings,Los Angeles Kings,NHL,Western Conference,Western,Pacific,Los Angeles,CA,USA,Crypto.com Arena,,,,,Staples Center (1999-2021),,Arena,375000000,,,18230,1999,1999,,,True,True,False,0,https://i.imgur.com/Aox2NrT.png,30,36,34.0432575129079,-118.266567456557,https://i.imgur.com/wifdckb.jpg,https://i.imgur.com/LVYjlhz.jpg,https://i.imgur.com/SBh7GJb.jpg,https://i.imgur.com/SGQHlFZ.jpg,https://i.imgur.com/wifdckb.jpg,https://i.imgur.com/SBh7GJb.jpg
fla-live-arena-florida-1998,FloridaPanthers,Florida Panthers,NHL,Eastern Conference,Eastern,Atlantic,Sunrise,FL,USA,FLA Live Arena,,,,,National Car Rental Center (1998-2002) --- Office Depot Center (2002-2005) --- Bank Atlantic Center (2005-2012) --- BB&T Center (2012-2021) ,,Arena,184000000,,,19250,1998,1998,,,True,True,False,0,https://i.imgur.com/1130dmD.png,31,35,26.1584668934783,-80.3255633173593,https://i.imgur.com/rVkMUQU.jpg,https://i.imgur.com/PBYA9h8.jpg,https://i.imgur.com/kAgJxgh.jpg,https://i.imgur.com/bQqJIGc.jpg,https://i.imgur.com/rVkMUQU.jpg,https://i.imgur.com/bQqJIGc.jpg
pnc-arena-raleigh-1999,CarolinaHurricanes,Carolina Hurricanes,NHL,Eastern Conference,Eastern,Metropolitan,Raleigh,NC,USA,PNC Arena,,,,,Raleigh Entertainment & Sports Arena (1999-2002) --- RBC Center (2002-2012) ,,Arena,158000000,,,18680,1999,1999,,,True,True,False,0,https://i.imgur.com/ByD1EE2.png,40,24,35.8032854730311,-78.7217910730173,https://i.imgur.com/6hReV2Q.jpg,https://i.imgur.com/g77Uwuj.jpg,https://i.imgur.com/GsEOCG3.jpg,https://i.imgur.com/VaUZObO.jpg,https://i.imgur.com/g77Uwuj.jpg,https://i.imgur.com/VaUZObO.jpg
bell-centre-montreal-1996,MontrealCanadiens,Montreal Canadiens,NHL,Eastern Conference,Eastern,Atlantic,Montreal,QC,Canada,Bell Centre,,,,,Molson Centre (1996-2002),,Arena,252200000,,,21105,1996,1996,,,True,True,False,0,https://i.imgur.com/H32zQlF.png,35,24,45.4962170881157,-73.5692938439656,https://i.imgur.com/Vo8ODm1.jpg,https://i.imgur.com/9RAdCfu.jpg,https://i.imgur.com/KejWqwO.jpg,https://i.imgur.com/VBCxfFL.jpg,https://i.imgur.com/9RAdCfu.jpg,https://i.imgur.com/VBCxfFL.jpg
rogers-arena-vancouver-1995,VancouverCanucks,Vancouver Canucks,NHL,Western Conference,Western,Pacific,Vancouver,BC,Canada,Rogers Arena,,,,,General Motors Place (1995-2010),,Arena,150700000,,,18910,1995,1995,,,True,True,False,0,https://i.imgur.com/BoyWjCz.png,33,31,49.2778287798287,-123.108811972704,https://i.imgur.com/D6ItH0V.jpg,https://i.imgur.com/79oXqHy.jpg,https://i.imgur.com/DEs3lfh.jpg,https://i.imgur.com/zl7AsAC.jpg,https://i.imgur.com/79oXqHy.jpg,https://i.imgur.com/DEs3lfh.jpg
sap-center-san-jose-1993,SanJoseSharks,San Jose Sharks,NHL,Western Conference,Western,Pacific,San Jose,CA,USA,SAP Center,,,,The Shark Tank,San Jose Arena (1993-2001) --- Compaq Center (2001-2002) --- HP Pavilion (2002-2013) ,,Arena,162500000,,,17562,1993,1993,,,True,True,False,0,https://i.imgur.com/XDA0mkY.png,46,30,37.3327849870582,-121.901221291429,https://i.imgur.com/7KlSxnn.jpg,https://i.imgur.com/FSLR012.jpg,https://i.imgur.com/d2cdl9B.jpg,https://i.imgur.com/ItiAZy4.jpg,https://i.imgur.com/FSLR012.jpg,https://i.imgur.com/ItiAZy4.jpg
td-garden-boston-1995,BostonBruins,Boston Bruins,NHL,Eastern Conference,Eastern,Atlantic,Boston,MA,USA,TD Garden,,,,The Garden,Shawmut Center (1995) --- FleetCenter (1995-2005) --- TD Banknorth Garden (2005-2009) ,,Arena,160000000,,,17850,1995,1995,,,True,True,False,0,https://i.imgur.com/8kqvBhH.png,32,32,42.3661583439111,-71.0621138152045,https://i.imgur.com/KgXfYbN.jpg,https://i.imgur.com/kFXYJIn.jpg,https://i.imgur.com/cpguBdl.jpg,https://i.imgur.com/wnTO315.jpg,https://i.imgur.com/kFXYJIn.jpg,https://i.imgur.com/wnTO315.jpg
msg-new-york-1968,NewYorkRangers,New York Rangers,NHL,Eastern Conference,Eastern,Metropolitan,New York City,NY,USA,Madison Square Garden,,,,The Garden,,,Arena,123000000,200000000 (1989-1991),,18006,1968,1968,,,True,True,False,0,https://i.imgur.com/yVzG44o.png,32,31,40.750480096039,-73.9934065152412,https://i.imgur.com/Qd9XXqQ.jpg,https://i.imgur.com/QlBZL6r.jpg,https://i.imgur.com/x22zz4q.jpg,https://i.imgur.com/Lquzves.jpg,https://i.imgur.com/QlBZL6r.jpg,https://i.imgur.com/x22zz4q.jpg
amalie-arena-tampa-1996,TampaBayLightning,Tampa Bay Lightning,NHL,Eastern Conference,Eastern,Atlantic,Tampa,FL,USA,Amalie Arena,,,,,Ice Palace (1996-2002) --- St. Pete Times Forum (2002-2012) --- Tampa Bay Times Forum (2012-2014) ,,Arena,139000000,,,19092,1996,1996,,,True,True,False,0,https://i.imgur.com/30XrY9W.png,32,32,27.9428842093501,-82.4517610066994,https://i.imgur.com/4Fw2GWJ.jpg,https://i.imgur.com/ykrI5H4.jpg,https://i.imgur.com/IRLu3R9.jpg,https://i.imgur.com/cqEn1J4.jpg,https://i.imgur.com/ykrI5H4.jpg,https://i.imgur.com/cqEn1J4.jpg
tmobile-arena-las-vegas-2016,VegasGoldenKnights,Vegas Golden Knights,NHL,Western Conference,Western,Pacific,Paradise,NV,USA,T-Mobile Arena,,,,,,,Arena,375000000,,,17368,2016,2017,,,True,True,False,0,https://i.imgur.com/V2qa8Zz.png,43,28,36.1028829745903,-115.178114115339,https://i.imgur.com/vMrq7MV.jpg,https://i.imgur.com/vz813BN.jpg,https://i.imgur.com/TDT1dWP.jpg,https://i.imgur.com/D4Kks7K.jpg,https://i.imgur.com/vz813BN.jpg,https://i.imgur.com/D4Kks7K.jpg
ubs-arena-new-york-2021,NewYorkIslanders,New York Islanders,NHL,Eastern Conference,Eastern,Metropolitan,Elmont,NY,USA,UBS Arena,,,,,,,Arena,1000000000,,,17255,2021,2021,,,True,True,False,0,https://i.imgur.com/Ct372IZ.png,32,32,40.7117412844618,-73.7260183440784,https://i.imgur.com/GMBG4Tm.jpg,https://i.imgur.com/Bp2I6kt.jpg,https://i.imgur.com/AkPJ7V3.jpg,https://i.imgur.com/MBBTAyk.jpg,https://i.imgur.com/Bp2I6kt.jpg,https://i.imgur.com/MBBTAyk.jpg
honda-center-anaheim-1993,AnaheimDucks,Anaheim Ducks,NHL,Western Conference,Western,Pacific,Anaheim,CA,USA,Honda Center,,,,,Arrowhead Pond of Anaheim (1993-2006),,Arena,123000000,,,17174,1993,1993,,,True,True,False,0,https://i.imgur.com/o67Z7It.png,42,24,33.8078386659034,-117.876447244219,https://i.imgur.com/2BNO9Hy.jpg,https://i.imgur.com/5DTRojD.jpg,https://i.imgur.com/M99pvAu.jpg,https://i.imgur.com/aMaY11I.jpg,https://i.imgur.com/5DTRojD.jpg,https://i.imgur.com/aMaY11I.jpg
scotiabank-arena-toronto-1999,TorontoMapleLeafs,Toronto Maple Leafs,NHL,Eastern Conference,Eastern,Atlantic,Toronto,ON,Canada,Scotiabank Arena,,,,,Air Canada Centre (1999-2018),,Arena,251700000,,20270,18800,1999,1999,,,True,True,False,0,https://i.imgur.com/6jJm3Sz.png,31,35,43.6434427873001,-79.3790774440107,https://i.imgur.com/OvL8HAJ.jpg,https://i.imgur.com/1MM7Ibo.jpg,https://i.imgur.com/QeCTgR0.jpg,https://i.imgur.com/PHPHIxL.jpg,https://i.imgur.com/OvL8HAJ.jpg,https://i.imgur.com/PHPHIxL.jpg
little-caesars-arena-detroit-2017,DetroitRedWings,Detroit Red Wings,NHL,Eastern Conference,Eastern,Atlantic,Detroit,MI,USA,Little Caesars Arena,,,,,,,Arena,862900000,,,19515,2017,2017,,,True,True,False,0,https://i.imgur.com/3Cu6HWT.png,36,27,42.3410629280833,-83.0552673017139,https://i.imgur.com/59qifnK.jpg,https://i.imgur.com/fKIa73l.jpg,https://i.imgur.com/Xl6b8Ac.jpg,https://i.imgur.com/o1xkL9g.jpg,https://i.imgur.com/59qifnK.jpg,https://i.imgur.com/o1xkL9g.jpg
united-center-chicago-1994,ChicagoBlackhawks,Chicago Blackhawks,NHL,Western Conference,Western,Central,Chicago,IL,USA,United Center,,,,The Madhouse on Madison,,,Arena,175000000,,22428,19717,1994,1994,,,True,True,False,0,https://i.imgur.com/W0v56QU.png,33,29,41.8806668150868,-87.6741544440519,https://i.imgur.com/36oWc3Z.jpg,https://i.imgur.com/wM0LzDO.jpg,https://i.imgur.com/oqkHZVQ.jpg,https://i.imgur.com/vEMj6Uc.jpg,https://i.imgur.com/wM0LzDO.jpg,https://i.imgur.com/vEMj6Uc.jpg
alumni-stadium-chestnut-hill-ma-1957,BostonCollegeFootball,Boston College Eagles,NCAAF,Atlantic Coast Conference,ACC,Atlantic,Chestnut Hill,MA,USA,Alumni Stadium,,,,,,Artificial turf,Open,350000,,,44500,1957,1957,,,True,True,False,0,https://i.imgur.com/mEVsh9m.png,33,30,42.3351042862288,-71.1664789305503,https://i.imgur.com/zapAmSQ.jpg,https://i.imgur.com/lyOuZlk.jpg,https://i.imgur.com/xXGYtcc.jpg,https://i.imgur.com/DC4wTx8.jpg,https://i.imgur.com/zapAmSQ.jpg,https://i.imgur.com/DC4wTx8.jpg
memorial-stadium-clemson-sc-1942,ClemsonFootball,Clemson Tigers,NCAAF,Atlantic Coast Conference,ACC,Atlantic,Clemson,SC,USA,Frank Howard Field at Clemson Memorial Stadium,,,Memorial Stadium,Death Valley,,Grass,Open,125000,,,82500,1942,1942,,,True,True,False,0,https://i.imgur.com/VJjbz6B.png,32,31,34.6787796019531,-82.8432046846761,https://i.imgur.com/HjSa9jU.jpg,https://i.imgur.com/UKFszs1.jpg,https://i.imgur.com/bxUaR9A.jpg,https://i.imgur.com/Jt6itwO.jpg,https://i.imgur.com/HjSa9jU.jpg,https://i.imgur.com/Jt6itwO.jpg
wallace-wade-stadium-durham-nc-1929,DukeFootball,Duke Blue Devils,NCAAF,Atlantic Coast Conference,ACC,Coastal,Durham,NC,USA,Brooks Field at Wallace Wade Stadium,,,Wallace Wade Stadium,,Duke Stadium (1929-1967),Grass,Open,4000000,,,40004,1929,1929,,,True,True,False,0,https://i.imgur.com/9bD86jf.png,33,29,35.9953332390603,-78.9417370018498,https://i.imgur.com/v07PP62.jpg,https://i.imgur.com/cSsNWlS.jpg,https://i.imgur.com/EoPBvk8.jpg,https://i.imgur.com/HY721Pe.jpg,https://i.imgur.com/cSsNWlS.jpg,https://i.imgur.com/HY721Pe.jpg
doak-campbell-stadium-tallahassee-fl-1950,FloridaStateFootball,Florida State Seminoles,NCAAF,Atlantic Coast Conference,ACC,Atlantic,Tallahassee,FL,USA,Bobby Bowden Field at Doak S. Campbell Stadium,,,Doak Campbell Stadium,Doak,,Grass,Open,250000,,,79560,1950,1950,,,True,True,False,0,https://i.imgur.com/Q7ln0oJ.png,31,32,30.4381345813531,-84.3044093731136,https://i.imgur.com/45fKq66.jpg,https://i.imgur.com/2ZynNNs.jpg,https://i.imgur.com/HzVXA4F.jpg,https://i.imgur.com/jzgFTzc.jpg,https://i.imgur.com/45fKq66.jpg,https://i.imgur.com/jzgFTzc.jpg
bobby-dodd-stadium-atlanta-ga-1913,GeorgiaTechFootball,Georgia Tech Yellow Jackets,NCAAF,Atlantic Coast Conference,ACC,Coastal,Atlanta,GA,USA,Bobby Dodd Stadium at Historic Grant Field,,,Bobby Dodd Stadium,,Grant Field (1913-1988),Artificial turf,Open,35000,75000000 (2003),,55000,1913,1913,,,True,True,False,0,https://i.imgur.com/08liHDJ.png,33,32,33.7724422685115,-84.3928779926221,https://i.imgur.com/Qy4AK0R.jpg,https://i.imgur.com/ItPt9Bz.jpg,https://i.imgur.com/NBZ3QoA.jpg,https://i.imgur.com/LeE6b4z.jpg,https://i.imgur.com/Qy4AK0R.jpg,https://i.imgur.com/LeE6b4z.jpg
cardinal-stadium-louisville-ky-1998,LouisvilleFootball,Louisville Cardinals,NCAAF,Atlantic Coast Conference,ACC,Atlantic,Louisville,KY,USA,Cardinal Stadium,,,,,Papa John’s Cardinal Stadium (1998-2018),Artificial turf,Open,135000000,,,60000,1998,1998,,,True,True,False,0,https://i.imgur.com/lMFNsQq.png,31,34,38.205865179587,-85.7588096018051,https://i.imgur.com/DezFYRW.jpg,https://i.imgur.com/kTWdms4.jpg,https://i.imgur.com/zR2bJsd.jpg,https://i.imgur.com/e1Jpzax.jpg,https://i.imgur.com/DezFYRW.jpg,https://i.imgur.com/e1Jpzax.jpg
hard-rock-stadium-miami-1987,MiamiFootball,Miami Hurricanes,NCAAF,Atlantic Coast Conference,ACC,Coastal,Miami Gardens,FL,USA,Hard Rock Stadium,,,,,Joe Robbie Stadium (1987-1996) --- Pro Player Stadium (1996-2005) --- Dolphin Stadium (2005-2009) --- Land Shark Stadium (2009-2010) --- Sun Life Stadium (2010-2016),Grass,Partial,115000000,,,65326,1987,2008,,,True,True,False,0,https://i.imgur.com/rS25Uml.png,37,23,25.9582655234009,-80.2378840781267,https://i.imgur.com/Oh3Jley.jpg,https://i.imgur.com/lUGzPn2.jpg,https://i.imgur.com/MClJHM0.jpg,https://i.imgur.com/I91C9Fc.jpg,https://i.imgur.com/Oh3Jley.jpg,https://i.imgur.com/MClJHM0.jpg
carter-finley-stadium-raleigh-nc-1966,NCStateFootball,North Carolina State Wolfpack,NCAAF,Atlantic Coast Conference,ACC,Atlantic,Raleigh,NC,USA,Wayne Day Family Field at Carter-Finley Stadium,,,Carter-Finley Stadium,,Carter Stadium (1966-1979),Grass,Open,3700000,,,56919,1966,1966,,,True,True,False,0,https://i.imgur.com/Ny79xWW.png,30,36,35.8007826767053,-78.7195547730174,https://i.imgur.com/0AWC0f8.jpg,https://i.imgur.com/BKGNoxk.jpg,https://i.imgur.com/dX8GaDZ.jpg,https://i.imgur.com/i8skt1t.jpg,https://i.imgur.com/BKGNoxk.jpg,https://i.imgur.com/i8skt1t.jpg
kenan-memorial-stadium-chapel-hill-nc-1927,NorthCarolinaFootball,North Carolina Tar Heels,NCAAF,Atlantic Coast Conference,ACC,Coastal,Chapel Hill,NC,USA,Kenan Memorial Stadium,,,,,,Artificial turf,Open,303000,,,50500,1927,1927,,,True,True,False,0,https://i.imgur.com/ANOywMG.png,36,27,35.906970860127,-79.0478219865065,https://i.imgur.com/j2ktAcw.jpg,https://i.imgur.com/Kav55f9.jpg,https://i.imgur.com/73sxtsk.jpg,https://i.imgur.com/cYFeWGk.jpg,https://i.imgur.com/j2ktAcw.jpg,https://i.imgur.com/cYFeWGk.jpg
heinz-field-pittsburgh-2001,PittsburghFootball,Pittsburgh Panthers,NCAAF,Atlantic Coast Conference,ACC,Coastal,Pittsburgh,PA,USA,Acrisure Stadium,,,,,Heinz Field (2001-2022),Grass,Open,281000000,,,68400,2001,2001,,,True,True,False,0,https://i.imgur.com/y18632F.png,41,23,40.4469076828204,-80.0157227491756,https://i.imgur.com/xxSCNph.jpg,https://i.imgur.com/Qg5sI35.jpg,https://i.imgur.com/8oUbgCS.jpg,https://i.imgur.com/dMHjXdE.jpg,https://i.imgur.com/xxSCNph.jpg,https://i.imgur.com/dMHjXdE.jpg
carrier-dome-syracuse-1980,SyracuseFootball,Syracuse Orange,NCAAF,Atlantic Coast Conference,ACC,Atlantic,Syracuse,NY,USA,JMA Wireless Dome,,,,,Carrier Dome (1980-2022),Artificial turf,Dome,25630000,118000000 (2021) --- 45000000 (2022),,49057,1980,1980,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/ExHsumF.png,26,36,43.0362094533108,-76.1362931016902,https://i.imgur.com/rLrXL87.jpg,https://i.imgur.com/BXKiQ9E.jpg,https://i.imgur.com/V4zIf7V.jpg,https://i.imgur.com/2E3mdeo.jpg,https://i.imgur.com/rLrXL87.jpg,https://i.imgur.com/2E3mdeo.jpg
scott-stadium-charlottesville-va-1931,VirginiaFootball,Virginia Cavaliers,NCAAF,Atlantic Coast Conference,ACC,Coastal,Charlottesville,VA,USA,Scott Stadium,,,,,,Grass,Open,300000,,,61500,1931,1931,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/Jel6RS5.png,36,29,38.0310862779135,-78.5136557152998,https://i.imgur.com/mbrKySK.jpg,https://i.imgur.com/SyFrcVd.jpg,https://i.imgur.com/ImNqDOC.jpg,https://i.imgur.com/9y0anQs.jpg,https://i.imgur.com/mbrKySK.jpg,https://i.imgur.com/9y0anQs.jpg
lane-stadium-blacksburg-va-1965,VirginiaTechFootball,Virginia Tech Hokies,NCAAF,Atlantic Coast Conference,ACC,Coastal,Blacksburg,VA,USA,Lane Stadium,,,,The Terrordome,,Grass,Open,3500000,,,65632,1965,1965,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/nq8P6Pv.png,42,20,37.2199787361932,-80.4180321153165,https://i.imgur.com/ULNrkH2.jpg,https://i.imgur.com/7KCbb6W.jpg,https://i.imgur.com/SxNRDJw.jpg,https://i.imgur.com/aThCu13.jpg,https://i.imgur.com/7KCbb6W.jpg,https://i.imgur.com/aThCu13.jpg
truist-field-winston-salem-nc-1968,WakeForestFootball,Wake Forest Demon Deacons,NCAAF,Atlantic Coast Conference,ACC,Atlantic,Winston-Salem,NC,USA,Truist Field at Wake Forest,,,,,Groves Stadium (1968-2007) --- BB&T Field (2007-2020),Artificial turf,Open,4000000,,,31500,1968,1968,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/15FqPI8.png,37,26,36.1305454162188,-80.2544711777452,https://i.imgur.com/e5GRokP.jpg,https://i.imgur.com/wgM8Moz.jpg,https://i.imgur.com/W1Ik4sg.jpg,https://i.imgur.com/N8FOfkO.jpg,https://i.imgur.com/e5GRokP.jpg,https://i.imgur.com/N8FOfkO.jpg
memorial-stadium-champaign-il-1923,IllinoisFootball,Illinois Fighting Illini,NCAAF,Big Ten Conference,B1G,West,Champaign,IL,USA,Memorial Stadium,,,,,,Artificial turf,Open,1700000,,,60670,1923,1923,,,TRUE,TRUE,TRUE,1,https://i.imgur.com/ce0r3j8.png,29,34,40.099270752097,-88.2359586017645,https://i.imgur.com/PKE4sOc.jpg,https://i.imgur.com/5V5d1OI.jpg,https://i.imgur.com/ewwqbGj.jpg,https://i.imgur.com/Tg1gZp0.jpg,https://i.imgur.com/PKE4sOc.jpg,https://i.imgur.com/Tg1gZp0.jpg
memorial-stadium-bloomington-in-1960,IndianaFootball,Indiana Hoosiers,NCAAF,Big Ten Conference,B1G,East,Bloomington,IN,USA,Memorial Stadium,,,,,Seventeenth Street Football Stadium (1960-1971),Artificial turf,Open,4569000,,,52626,1960,1960,,,TRUE,TRUE,TRUE,1,https://i.imgur.com/GtHErpj.png,29,36,39.1808821464043,-86.5256101441119,https://i.imgur.com/qFV0y7h.jpg,https://i.imgur.com/mUNdd8y.jpg,https://i.imgur.com/uf4NEvX.jpg,https://i.imgur.com/l3P251U.jpg,https://i.imgur.com/qFV0y7h.jpg,https://i.imgur.com/l3P251U.jpg
kinnick-stadium-iowa-city-ia-1929,IowaFootball,Iowa Hawkeyes,NCAAF,Big Ten Conference,B1G,West,Iowa City,IA,USA,Kinnick Stadium,,,,,Iowa Stadium (1929-1972),Artificial turf,Open,497151,,,69250,1929,1929,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/3jwbfi0.png,36,26,41.6586221163066,-91.5510651152207,https://i.imgur.com/QPGi1Hg.jpg,https://i.imgur.com/8gdR3rN.jpg,https://i.imgur.com/me5bp3e.jpg,https://i.imgur.com/S3PI8Yt.jpg,https://i.imgur.com/QPGi1Hg.jpg,https://i.imgur.com/S3PI8Yt.jpg
secu-stadium-college-park-md-1950,MarylandFootball,Maryland Terrapins,NCAAF,Big Ten Conference,B1G,East,College Park,MD,USA,SECU Stadium,,Byrd Stadium,,,Byrd Stadium (1950-2006) --- Chevy Chase Bank Field at Byrd Stadium (2006-2009) --- Capital One Field at Byrd Stadium (2009-2015) --- Capital One Field at Maryland Stadium (2015-2022),Artificial turf,Open,1000000,,,51802,1950,1950,,,TRUE,TRUE,FALSE,0,https://i.imgur.com/SoFfnyg.png,32,32,38.9902501014209,-76.9472101152796,https://i.imgur.com/Y4YlY6O.jpg,https://i.imgur.com/244LBx0.jpg,https://i.imgur.com/XwCqpjG.jpg,https://i.imgur.com/iQeYm8S.jpg,https://i.imgur.com/Y4YlY6O.jpg,https://i.imgur.com/iQeYm8S.jpg
